SchoolYear,Dist,District,Beginning Grade 9 Students,Transferred In,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2011-12,27003,Puyallup,872,321,4,17,21,28,23,322,871,762,16,87.5,10.7,1.8
2011-12,16048,Quilcene,20,6,0,0,0,0,0,10,16,16,0,100.0,0.0,0.0
2011-12,05402,Quillayute Valley,57,12,0,2,2,5,1,16,53,40,3,75.5,18.9,5.7
2011-12,13144,Quincy,67,28,2,1,5,4,2,19,76,59,3,77.6,18.4,3.9
2011-12,34307,Rainier,46,32,0,0,0,3,0,30,48,45,0,93.8,6.3,0.0
2011-12,25116,Raymond,16,22,0,1,2,1,2,16,22,14,2,63.6,27.3,9.1
2011-12,22009,Reardan-Edwall,27,13,0,0,2,0,2,15,25,21,0,84.0,16.0,0.0
2011-12,17403,Renton,465,265,7,5,17,21,16,263,467,395,6,84.6,14.1,1.3
2011-12,10309,Republic,21,10,0,1,0,1,1,13,18,12,3,66.7,16.7,16.7
2011-12,03400,Richland,419,164,2,2,9,11,20,169,414,363,7,87.7,10.6,1.7
2011-12,06122,Ridgefield,84,44,1,0,2,3,1,62,66,58,1,87.9,10.6,1.5
2011-12,01160,Ritzville,13,11,0,0,1,3,0,8,16,12,0,75.0,25.0,0.0
2011-12,32416,Riverside,86,53,2,1,0,1,2,51,88,72,10,81.8,6.8,11.4
2011-12,17407,Riverview,112,35,0,2,1,0,2,34,113,108,0,95.6,4.4,0.0
2011-12,34401,Rochester,79,35,1,0,0,2,3,54,60,52,2,86.7,10.0,3.3
2011-12,38320,Rosalia,7,4,0,0,0,1,0,2,9,8,0,88.9,11.1,0.0
2011-12,13160,Royal,53,18,3,1,2,3,2,13,58,47,0,81.0,19.0,0.0
2011-12,28149,San Juan Island,44,13,0,0,0,2,1,13,44,41,0,93.2,6.8,0.0
2011-12,17001,Seattle,1594,572,16,33,42,105,49,563,1603,1313,45,81.9,15.3,2.8
2011-12,29101,Sedro-Woolley,147,57,0,2,3,0,4,77,127,117,1,92.1,7.1,0.8
2011-12,39119,Selah,154,142,1,2,2,11,3,156,140,113,8,80.7,13.6,5.7
2011-12,26070,Selkirk,17,6,0,0,0,0,0,10,13,13,0,100.0,0.0,0.0
2011-12,05323,Sequim,96,44,0,1,4,6,4,47,93,78,0,83.9,16.1,0.0
2011-12,23309,Shelton,196,74,0,2,6,17,11,77,193,148,9,76.7,18.7,4.7
2011-12,17412,Shoreline,388,105,2,7,5,12,4,134,359,324,5,90.3,8.4,1.4
2011-12,17404,Skykomish,4,3,0,0,0,0,0,4,3,3,0,100.0,0.0,0.0
2011-12,31201,Snohomish,349,123,2,0,2,13,10,103,369,332,10,90.0,7.3,2.7
2011-12,17410,Snoqualmie Valley,199,56,1,1,3,7,4,71,184,162,6,88.0,8.7,3.3
2011-12,13156,Soap Lake,16,15,0,0,0,0,0,22,9,9,0,100.0,0.0,0.0
2011-12,25118,South Bend,27,11,0,1,0,2,0,12,26,23,0,88.5,11.5,0.0
2011-12,18402,South Kitsap,385,115,0,5,5,13,15,157,343,295,10,86.0,11.1,2.9
2011-12,15206,South Whidbey,90,31,2,0,0,5,0,31,90,83,0,92.2,7.8,0.0
2011-12,32081,Spokane,1185,495,12,31,49,74,42,478,1202,912,82,75.9,17.3,6.8
2011-12,22008,Sprague,7,5,0,0,0,0,0,7,5,5,0,100.0,0.0,0.0
2011-12,38322,St. John,16,4,0,0,0,0,0,5,15,15,0,100.0,0.0,0.0
2011-12,31401,Stanwood-Camano,233,78,4,5,7,11,10,70,241,199,5,82.6,15.4,2.1
2011-12,27001,Steilacoom Historical,99,46,0,0,2,5,1,47,98,90,0,91.8,8.2,0.0
2011-12,30303,Stevenson-Carson,43,21,0,0,2,2,1,22,42,36,1,85.7,11.9,2.4
2011-12,31311,Sultan,86,42,0,1,2,2,3,64,64,53,3,82.8,12.5,4.7
2011-12,33202,Summit Valley,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2011-12,27320,Sumner,314,107,1,2,8,5,6,135,286,258,6,90.2,7.7,2.1
2011-12,39201,Sunnyside,186,71,7,4,3,17,22,38,219,156,10,71.2,24.2,4.6
2011-12,27010,Tacoma,1110,638,12,36,67,121,70,598,1150,832,12,72.3,26.6,1.0
2011-12,14077,Taholah,5,6,0,0,0,0,2,3,8,6,0,75.0,25.0,0.0
2011-12,17409,Tahoma,316,77,0,3,1,7,2,96,297,277,7,93.3,4.4,2.4
2011-12,38265,Tekoa,16,3,0,1,0,0,0,6,13,12,0,92.3,7.7,0.0
2011-12,34402,Tenino,68,36,1,1,2,2,4,44,60,47,3,78.3,16.7,5.0
2011-12,19400,Thorp,5,3,0,0,0,0,0,4,4,4,0,100.0,0.0,0.0
2011-12,21237,Toledo,37,20,0,0,0,3,2,17,40,33,2,82.5,12.5,5.0
2011-12,24404,Tonasket,48,31,1,0,0,0,1,46,33,31,0,93.9,6.1,0.0
2011-12,39202,Toppenish,118,80,0,3,4,8,9,64,134,105,5,78.4,17.9,3.7
2011-12,36300,Touchet,15,3,0,0,0,0,0,7,11,11,0,100.0,0.0,0.0
2011-12,08130,Toutle Lake,28,8,0,0,0,0,2,8,28,26,0,92.9,7.1,0.0
