SchoolYear,Dist,District,Began Grade 9 in Washington,Transferred Into Washington,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2012-13,13161,Moses Lake,305,65,4,9,15,25,27,58,312,222,10,71.2,25.6,3.2
2012-13,21206,Mossyrock,34,8,0,0,0,6,1,5,37,30,0,81.1,18.9,0.0
2012-13,39209,Mount Adams,6,1,1,0,1,0,1,0,7,4,0,57.1,42.9,0.0
2012-13,37507,Mount Baker,144,18,0,2,5,6,7,20,142,120,2,84.5,14.1,1.4
2012-13,29320,Mount Vernon,238,33,1,7,6,8,10,48,223,186,5,83.4,14.3,2.2
2012-13,31006,Mukilteo,585,84,5,5,10,19,14,64,605,540,12,89.3,8.8,2.0
2012-13,39003,Naches Valley,106,8,0,3,0,0,1,14,100,96,0,96.0,4.0,0.0
2012-13,21014,Napavine,28,6,0,0,0,2,0,6,28,26,0,92.9,7.1,0.0
2012-13,25155,Naselle-Grays River Valley,22,6,0,1,0,2,0,6,22,18,1,81.8,13.6,4.5
2012-13,26056,Newport,82,30,0,2,2,4,5,21,91,77,1,84.6,14.3,1.1
2012-13,32325,Nine Mile Falls,139,14,0,1,6,6,0,12,141,128,0,90.8,9.2,0.0
2012-13,37506,Nooksack Valley,67,12,1,2,1,6,0,9,70,60,0,85.7,14.3,0.0
2012-13,14064,North Beach,37,17,0,0,3,8,7,6,48,30,0,62.5,37.5,0.0
2012-13,11051,North Franklin,50,3,1,0,0,1,1,3,50,47,0,94.0,6.0,0.0
2012-13,18400,North Kitsap,398,69,5,2,7,21,21,56,411,348,7,84.7,13.6,1.7
2012-13,23403,North Mason,134,25,0,0,2,7,5,22,137,120,3,87.6,10.2,2.2
2012-13,25200,North River,4,1,0,1,0,4,0,0,5,0,0,0.0,100.0,0.0
2012-13,34003,North Thurston Public Schools,565,114,0,6,10,39,21,122,557,471,10,84.6,13.6,1.8
2012-13,33211,Northport,11,7,0,0,0,2,0,3,15,13,0,86.7,13.3,0.0
2012-13,17417,Northshore,1110,130,2,2,7,24,9,145,1095,1028,23,93.9,4.0,2.1
2012-13,15201,Oak Harbor,262,86,2,5,6,8,11,72,276,219,25,79.3,11.6,9.1
2012-13,38324,Oakesdale,6,3,0,0,0,0,0,2,7,7,0,100.0,0.0,0.0
2012-13,14400,Oakville,14,1,0,0,1,0,0,0,15,14,0,93.3,6.7,0.0
2012-13,25101,Ocean Beach,50,16,0,4,3,2,2,11,55,44,0,80.0,20.0,0.0
2012-13,14172,Ocosta,38,5,0,1,1,2,1,3,40,35,0,87.5,12.5,0.0
2012-13,22105,Odessa,15,1,0,1,0,0,0,2,14,12,1,85.7,7.1,7.1
2012-13,34974,Office of the Governor (Sch for Blind),8,2,0,0,0,0,0,1,9,9,0,100.0,0.0,0.0
2012-13,24105,Okanogan,45,7,0,1,3,4,9,5,47,27,3,57.4,36.2,6.4
2012-13,34111,Olympia,584,76,3,3,11,31,10,72,588,521,9,88.6,9.9,1.5
2012-13,24019,Omak,57,9,0,1,1,1,2,5,61,55,1,90.2,8.2,1.6
2012-13,21300,Onalaska,63,14,0,4,2,2,1,12,65,54,2,83.1,13.8,3.1
2012-13,28137,Orcas Island,25,6,0,0,1,5,0,4,27,21,0,77.8,22.2,0.0
2012-13,10065,Orient,1,0,0,0,0,0,0,1,0,0,0,n/a,n/a,n/a
2012-13,24410,Oroville,35,5,1,1,0,4,1,5,35,28,0,80.0,20.0,0.0
2012-13,27344,Orting,168,22,0,0,1,7,2,24,166,152,4,91.6,6.0,2.4
2012-13,01147,Othello,48,7,1,0,1,3,3,7,48,40,0,83.3,16.7,0.0
2012-13,38301,Palouse,10,0,0,0,0,0,0,1,9,9,0,100.0,0.0,0.0
2012-13,11001,Pasco,230,52,5,6,12,12,17,20,262,200,10,76.3,19.8,3.8
2012-13,24122,Pateros,11,3,1,0,0,0,0,3,11,10,0,90.9,9.1,0.0
2012-13,21301,Pe Ell,17,1,0,0,0,0,1,2,16,15,0,93.8,6.3,0.0
2012-13,27401,Peninsula,686,91,5,9,19,30,36,73,704,589,16,83.7,14.1,2.3
2012-13,12110,Pomeroy,29,3,0,0,0,1,0,4,28,27,0,96.4,3.6,0.0
2012-13,05121,Port Angeles,261,69,0,3,16,35,17,43,287,208,8,72.5,24.7,2.8
2012-13,16050,Port Townsend,81,29,0,0,4,4,5,23,87,73,1,83.9,14.9,1.1
2012-13,36402,Prescott,5,2,0,0,0,0,0,1,6,5,1,83.3,0.0,16.7
2012-13,03116,Prosser,91,8,3,0,4,2,2,9,90,75,4,83.3,12.2,4.4
2012-13,38267,Pullman,142,18,0,0,0,5,4,20,140,130,1,92.9,6.4,0.7
2012-13,27003,Puyallup,1092,114,17,16,35,77,22,72,1134,953,14,84.0,14.7,1.2
2012-13,16048,Quilcene,12,5,0,0,0,0,0,3,14,14,0,100.0,0.0,0.0
2012-13,05402,Quillayute Valley,11,42,1,0,1,2,1,6,47,36,6,76.6,10.6,12.8
2012-13,13144,Quincy,39,9,2,3,0,6,0,4,44,33,0,75.0,25.0,0.0
2012-13,34307,Rainier,79,9,0,0,6,2,2,11,77,67,0,87.0,13.0,0.0
2012-13,25116,Raymond,54,20,0,2,4,34,2,10,64,22,0,34.4,65.6,0.0
2012-13,22009,Reardan-Edwall,62,9,0,0,1,2,0,9,62,58,1,93.5,4.8,1.6
2012-13,17403,Renton,314,94,7,11,12,36,6,36,372,285,15,76.6,19.4,4.0
2012-13,10309,Republic,24,4,0,0,0,0,0,6,22,22,0,100.0,0.0,0.0
2012-13,03400,Richland,701,114,4,5,10,26,29,119,696,603,19,86.6,10.6,2.7
2012-13,06122,Ridgefield,137,23,0,0,3,3,3,27,133,123,1,92.5,6.8,0.8
2012-13,01160,Ritzville,27,4,0,0,0,0,1,5,26,25,0,96.2,3.8,0.0
2012-13,32416,Riverside,142,27,9,5,2,5,4,24,145,118,2,81.4,17.2,1.4
2012-13,17407,Riverview,192,16,1,1,1,0,4,15,193,181,5,93.8,3.6,2.6
2012-13,34401,Rochester,97,18,1,3,2,5,3,16,99,84,1,84.8,14.1,1.0
2012-13,38320,Rosalia,14,1,0,0,0,0,0,0,15,15,0,100.0,0.0,0.0
2012-13,13160,Royal,16,2,0,0,1,0,0,1,17,16,0,94.1,5.9,0.0
2012-13,28149,San Juan Island,51,12,2,0,3,2,1,10,53,45,0,84.9,15.1,0.0
2012-13,17001,Seattle Public Schools,1215,230,12,15,22,53,23,206,1239,1083,31,87.4,10.1,2.5
2012-13,29101,Sedro-Woolley,227,18,0,0,2,8,2,28,217,203,2,93.5,5.5,0.9
2012-13,39119,Selah,225,58,0,3,7,9,3,83,200,173,5,86.5,11.0,2.5
2012-13,26070,Selkirk,23,4,0,0,0,1,0,6,21,20,0,95.2,4.8,0.0
2012-13,05323,Sequim,177,36,1,3,8,8,7,40,173,143,3,82.7,15.6,1.7
2012-13,23309,Shelton,313,51,3,1,11,26,18,61,303,233,11,76.9,19.5,3.6
2012-13,17412,Shoreline,416,40,4,3,13,16,6,36,420,374,4,89.0,10.0,1.0
2012-13,17404,Skykomish,1,0,0,0,1,0,0,0,1,0,0,0.0,100.0,0.0
2012-13,31201,Snohomish,703,72,2,2,13,43,18,62,713,621,14,87.1,10.9,2.0
2012-13,17410,Snoqualmie Valley,351,52,1,4,5,16,7,78,325,285,7,87.7,10.2,2.2
2012-13,13156,Soap Lake,30,7,0,0,3,0,0,8,29,26,0,89.7,10.3,0.0
2012-13,25118,South Bend,23,1,0,0,0,0,0,1,23,23,0,100.0,0.0,0.0
2012-13,18402,South Kitsap,544,90,6,16,18,21,26,45,589,484,18,82.2,14.8,3.1
2012-13,15206,South Whidbey,134,22,0,1,3,5,1,15,141,130,1,92.2,7.1,0.7
