SchoolYear,Dist,District,Beginning Grade 9 Students,Transferred In,Dropouts Year 1,Dropouts Year 2,Dropouts Year 3,Dropouts Year 4,Dropouts Year 5,Transferred Out,Adjusted Cohort,Graduates,Continuing,Adjusted 5-Year Cohort Graduation Rate,Cohort dropout rate,Continuing Rate
2011-12,27320,Sumner,549,165,1,6,11,16,16,206,508,441,17,86.8,9.8,3.3
2011-12,39201,Sunnyside,66,20,2,0,1,5,3,21,65,51,3,78.5,16.9,4.6
2011-12,27010,Tacoma,1115,575,24,24,53,142,83,582,1108,774,8,69.9,29.4,0.7
2011-12,14077,Taholah,0,3,0,0,0,0,0,3,0,0,0,n/a,n/a,n/a
2011-12,17409,Tahoma,503,119,0,4,7,18,11,136,486,430,16,88.5,8.2,3.3
2011-12,38265,Tekoa,24,4,0,0,0,0,0,8,20,20,0,100.0,0.0,0.0
2011-12,34402,Tenino,117,47,3,3,2,7,7,56,108,78,8,72.2,20.4,7.4
2011-12,19400,Thorp,9,6,0,0,0,0,0,7,8,8,0,100.0,0.0,0.0
2011-12,21237,Toledo,73,26,0,0,1,3,2,32,67,58,3,86.6,9.0,4.5
2011-12,24404,Tonasket,71,43,0,0,2,2,2,54,60,54,0,90.0,10.0,0.0
2011-12,39202,Toppenish,9,47,0,0,3,1,2,30,26,20,0,76.9,23.1,0.0
2011-12,36300,Touchet,23,5,0,0,0,0,0,10,18,18,0,100.0,0.0,0.0
2011-12,08130,Toutle Lake,45,18,0,0,0,0,4,18,45,40,1,88.9,8.9,2.2
2011-12,20400,Trout Lake,10,3,0,0,1,0,0,6,7,6,0,85.7,14.3,0.0
2011-12,17406,Tukwila,57,21,2,0,3,1,1,35,43,35,1,81.4,16.3,2.3
2011-12,34033,Tumwater,442,137,3,3,11,22,14,159,420,360,7,85.7,12.6,1.7
2011-12,27083,University Place,275,82,2,3,7,10,4,124,233,199,8,85.4,11.2,3.4
2011-12,33070,Valley,0,1,0,0,0,0,0,1,0,0,0,n/a,n/a,n/a
2011-12,06037,Vancouver,1338,494,3,14,68,84,76,544,1288,1004,39,78.0,19.0,3.0
2011-12,17402,Vashon Island,123,23,0,1,1,2,1,30,116,109,2,94.0,4.3,1.7
2011-12,34975,WA State Center for Childhood Deafness and Hearing Loss,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2011-12,35200,Wahkiakum,33,9,0,0,1,2,1,11,31,26,1,83.9,12.9,3.2
2011-12,13073,Wahluke,0,10,0,0,0,1,0,2,8,7,0,87.5,12.5,0.0
2011-12,36401,Waitsburg,23,19,0,0,0,2,0,15,27,25,0,92.6,7.4,0.0
2011-12,36140,Walla Walla,335,149,1,0,1,12,18,125,359,315,12,87.7,8.9,3.3
2011-12,39207,Wapato,13,9,0,0,1,0,0,13,9,8,0,88.9,11.1,0.0
2011-12,13146,Warden,19,9,1,1,1,0,0,14,14,10,1,71.4,21.4,7.1
2011-12,34974,Washington State School for the Blind,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a
2011-12,06112,Washougal,212,88,2,5,9,5,11,92,208,176,0,84.6,15.4,0.0
2011-12,01109,Washtucna,4,5,0,0,0,0,0,4,5,5,0,100.0,0.0,0.0
2011-12,09209,Waterville,20,7,0,0,0,0,0,16,11,11,0,100.0,0.0,0.0
